name,tf_mobilenetv3_small_minimal_100,tf_mobilenetv3_small_075,tf_mobilenetv3_small_100,regnetx_002,regnety_002,mobilenetv2_100,semnasnet_100,tf_mobilenetv3_large_minimal_100,tf_mobilenetv3_large_075,tf_mixnet_s,mixnet_s,regnety_004,mnasnet_100,spnasnet_100,mobilenetv2_110d,tf_efficientnet_lite0,efficientnet_lite0,rexnet_100,mixnet_m,tf_mixnet_m,regnetx_004,tf_efficientnet_b0_ap
tf_mobilenetv3_small_minimal_100,1.0,0.40970139543184186,0.44833124552002535,0.1958568652167229,0.187519245162173,0.6513387345679011,0.5087886000095394,0.6993367197559743,0.5784565260929342,0.3566413719534079,0.3566413719534079,0.22915859939055386,0.5860992841295349,0.6276694725028059,0.643652476440938,0.5349487481373398,0.5349487481373398,0.3464152359194239,0.33439784687014484,0.33439784687014484,0.18439451858567338,0.12391896573444192
tf_mobilenetv3_small_075,0.2352948627636973,1.0,0.7639317558299039,0.09329075271547022,0.28223502890744173,0.18181689441825225,0.3672271647145163,0.21103737034756634,0.521246244772696,0.231927316394812,0.231927316394812,0.3403239607372037,0.19712333669175341,0.20773474722766527,0.19362505729292293,0.1689404976755735,0.1689404976755735,0.3105653318157684,0.2650599945057942,0.2650599945057942,0.10931590532746575,0.36339721732314323
tf_mobilenetv3_small_100,0.2522622667963691,0.7639317558299039,1.0,0.09586379979734898,0.27945338363480576,0.18435907179685565,0.389420461374744,0.21826730726330795,0.5227328229813356,0.24544524227152759,0.24544524227152759,0.3123817229758179,0.1931928823293025,0.20940442268997492,0.18803143431249872,0.1684821998737085,0.1684821998737085,0.36891384322217746,0.2468670949528231,0.2468670949528231,0.11093512029668229,0.39163141429411263
regnetx_002,0.15472559004108138,0.133920564343643,0.13401135015150176,1.0,0.19196720754034335,0.1903386237279358,0.15759189970480836,0.20976551179041583,0.2003334792647125,0.1302664735147413,0.1302664735147413,0.19507765834310184,0.19953465156556108,0.22073623491510483,0.1903288752459651,0.1782953994391437,0.1782953994391437,0.11953753317764201,0.15847340774811264,0.15847340774811264,0.7534598765432098,0.06292617574801183
regnety_002,0.07492243587193216,0.19774014801101125,0.19540940863317427,0.09757586794044787,1.0,0.09845703965555105,0.18123185976506573,0.07571067373758687,0.18577269154190884,0.18425469509735387,0.18425469509735387,0.5884256907602002,0.0887805147541762,0.1095375742480378,0.10791492929492556,0.08584717876082332,0.08584717876082332,0.22337861337491044,0.2024785207522375,0.2024785207522375,0.10275026858963804,0.20942552028426245
mobilenetv2_100,0.4924908450486741,0.21969303614900848,0.22544782000117922,0.17700050528441724,0.18459134980724218,1.0,0.5571275146382114,0.6006893257660633,0.3665047222019414,0.2584328939572729,0.2584328939572729,0.20599057089777376,0.6016630090705817,0.616475890985325,0.9105586683543316,0.6631155403376477,0.6631155403376477,0.3301893117626991,0.27324186267569617,0.27324186267569617,0.17213312368972747,0.12850940332600547
semnasnet_100,0.2440174258983384,0.3050898382922193,0.32021768707482984,0.09616808598514297,0.20786278416931886,0.35426099474945333,1.0,0.2798919109691009,0.4728535915903472,0.28730090940679714,0.28730090940679714,0.2164918148980648,0.32919391044920965,0.30309465711711026,0.3755612917619793,0.38214197784054804,0.38214197784054804,0.4624152620842908,0.3111942261781789,0.3111942261781789,0.09122929198601794,0.5073520443047642
tf_mobilenetv3_large_minimal_100,0.5693752539371859,0.28031689048385827,0.30141359057672484,0.2140033809943586,0.1549311897031845,0.6255341606204209,0.4746479350603244,1.0,0.5159758597963285,0.3028162801279671,0.3028162801279671,0.18739551600486237,0.6383808963726968,0.7225418083900227,0.6500689253010866,0.5504700666884902,0.5504700666884902,0.2771667094241704,0.29303923784755925,0.29303923784755925,0.20910269105227894,0.10131861772486772
tf_mobilenetv3_large_075,0.30883586830246146,0.4431034700489183,0.4463119804819024,0.13232929181890102,0.22807545702705484,0.26442709009774545,0.4876302663275455,0.34781078030253115,1.0,0.2699524126373924,0.2699524126373924,0.28192150917563213,0.24545563115347163,0.29008160888936113,0.2811065718354638,0.21785995505404723,0.21785995505404723,0.3772841121285351,0.2867417648660549,0.2867417648660549,0.1401473899833185,0.35509443773076627
tf_mixnet_s,0.11930363663359131,0.11621141841298456,0.1263122506952483,0.05503142374159504,0.13299017649229916,0.11992666798113995,0.1542705268679411,0.12889642556218858,0.15267238191626847,1.0,1.0,0.17111258445050326,0.1113058626007364,0.13497435965165086,0.13042971212632726,0.10968523800441138,0.10968523800441138,0.1978745503879374,0.8654003643662261,0.8654003643662261,0.06309894293973026,0.21622677919583383
mixnet_s,0.11930363663359131,0.11621141841298456,0.1263122506952483,0.05503142374159504,0.13299017649229916,0.11992666798113995,0.1542705268679411,0.12889642556218858,0.15267238191626847,1.0,1.0,0.17111258445050326,0.1113058626007364,0.13497435965165086,0.13042971212632726,0.10968523800441138,0.10968523800441138,0.1978745503879374,0.8654003643662261,0.8654003643662261,0.06309894293973026,0.21622677919583383
regnety_004,0.07055748261533817,0.1895466987172728,0.17490326211548982,0.0794152869050425,0.488232145336694,0.09040948052397492,0.15322854152091261,0.07506773483408877,0.18482690208809163,0.18009929358607427,0.18009929358607427,1.0,0.08050738642673314,0.09238338449594606,0.10419372478462173,0.08156824615341644,0.08156824615341644,0.21301396467862335,0.18589021254853982,0.18589021254853982,0.0946433432782095,0.17791109253717668
mnasnet_100,0.42622303126517375,0.23483149616471607,0.23966733776187235,0.1934258278957959,0.16590547504987246,0.5892157437221117,0.4663300001457846,0.6149899884383815,0.33743077513693526,0.2396220093728661,0.2396220093728661,0.17469035766046834,1.0,0.851874213836478,0.6470859634640475,0.7281449100218236,0.7281449100218236,0.2691447888501359,0.26871441532255214,0.26871441532255214,0.18921849648667788,0.1171337362812071
spnasnet_100,0.3942430149221046,0.21208365323689807,0.22114739099984393,0.18519838929782412,0.16115534434487758,0.5402598801719705,0.3996801411070611,0.5873224309913856,0.3359988072400983,0.2429640157192123,0.2429640157192123,0.16507059837923,0.7294904206235974,1.0,0.5940318289862669,0.6351732848208211,0.6351732848208211,0.24309598783252828,0.2597380400168109,0.2597380400168109,0.1913329022770767,0.09404236965026276
mobilenetv2_110d,0.4142323209373332,0.19080165805595842,0.18933074929115562,0.1510880249189113,0.15128113443714442,0.7928982110029438,0.4847078300343212,0.5462444197591634,0.30859062154397643,0.22773855672480553,0.22773855672480553,0.18111013831508826,0.5657901791262443,0.576593753983526,1.0,0.6476237790563715,0.6476237790563715,0.28178378373062907,0.24058793827514666,0.24058793827514666,0.16046365807395221,0.10793493462313107
tf_efficientnet_lite0,0.4108825268344256,0.210766583274511,0.21403389552723517,0.17043619752535288,0.17153642389866355,0.6866726649095456,0.5442637536844483,0.5502975344487127,0.3100676734176409,0.23732272465668722,0.23732272465668722,0.19142315094576628,0.7690522144819076,0.7826530612244897,0.7718804349618635,1.0,1.0,0.31335370140899416,0.256140020582304,0.256140020582304,0.16769515873015878,0.1333214285714286
efficientnet_lite0,0.4108825268344256,0.210766583274511,0.21403389552723517,0.17043619752535288,0.17153642389866355,0.6866726649095456,0.5442637536844483,0.5502975344487127,0.3100676734176409,0.23732272465668722,0.23732272465668722,0.19142315094576628,0.7690522144819076,0.7826530612244897,0.7718804349618635,1.0,1.0,0.31335370140899416,0.256140020582304,0.256140020582304,0.16769515873015878,0.1333214285714286
rexnet_100,0.11890031151310605,0.20878810793883468,0.2455428161049714,0.06375091615445777,0.20418655978783126,0.18169243381400937,0.3685374142141514,0.13047756672414867,0.29855958562654794,0.27677103363919336,0.27677103363919336,0.23908134652306556,0.14387184157529467,0.15267748421914204,0.1917378405187115,0.1748524008484404,0.1748524008484404,1.0,0.32888798795261187,0.32888798795261187,0.06503101434227612,0.4571320417577806
mixnet_m,0.09471841420224755,0.10359030323934897,0.10329870009122562,0.051969528813160915,0.11186019012968576,0.1063556163366961,0.14015234670470905,0.10059361941578396,0.1281200214823145,0.6836650896116794,0.6836650896116794,0.14075805324248175,0.09806624688004516,0.11667942300823046,0.11780991604728999,0.0961978122722852,0.0961978122722852,0.18885043200290827,1.0,1.0,0.059484553291878246,0.18213907136620602
tf_mixnet_m,0.09471841420224755,0.10359030323934897,0.10329870009122562,0.051969528813160915,0.11186019012968576,0.1063556163366961,0.14015234670470905,0.10059361941578396,0.1281200214823145,0.6836650896116794,0.6836650896116794,0.14075805324248175,0.09806624688004516,0.11667942300823046,0.11780991604728999,0.0961978122722852,0.0961978122722852,0.18885043200290827,1.0,1.0,0.059484553291878246,0.18213907136620602
regnetx_004,0.11144647719164677,0.09824608566470254,0.10067625077945855,0.5816860901223574,0.1309849005083212,0.14038949360406944,0.10559162867059968,0.15862794445419146,0.14729088025936116,0.10042133650110031,0.10042133650110031,0.15180158355764795,0.1489032570915039,0.173691473434443,0.1515490104031771,0.13135268043000164,0.13135268043000164,0.08528792782824582,0.11378164288968357,0.11378164288968357,1.0,0.04420208192227376
tf_efficientnet_b0_ap,0.04796631162793316,0.2393103626274358,0.2573644247232157,0.03282123358988478,0.19556858711825745,0.070939836218912,0.4078848754819466,0.05308118981056729,0.27728957729870535,0.3166818103558324,0.3166818103558324,0.20066961780158357,0.06618684441813404,0.06837263706346582,0.07591824425745705,0.07009886388777828,0.07009886388777828,0.4704859442237063,0.33984449984081017,0.33984449984081017,0.03495452874033069,1.0
